#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF00005 	 tRNA 	 CP000100 	 17
RF00005 	 tRNA 	 CP000100 	 18
RF00005 	 tRNA 	 CP000100 	 19
RF00001 	 5S_rRNA 	 CP000100 	 20
RF00005 	 tRNA 	 CP000100 	 21
RF00001 	 5S_rRNA 	 CP000100 	 22
RF00005 	 tRNA 	 CP000100 	 23
RF00005 	 tRNA 	 CP000100 	 24
RF00177 	 SSU_rRNA_bacteria 	 CP000100 	 25
RF00177 	 SSU_rRNA_bacteria 	 CP000100 	 26
RF00005 	 tRNA 	 CP000100 	 27
RF00005 	 tRNA 	 CP000100 	 28
RF00005 	 tRNA 	 CP000100 	 29
RF00005 	 tRNA 	 CP000100 	 30
RF00005 	 tRNA 	 CP000100 	 33
RF00023 	 tmRNA 	 CP000100 	 34
RF00005 	 tRNA 	 CP000100 	 35
RF00005 	 tRNA 	 CP000100 	 37
RF00005 	 tRNA 	 CP000100 	 38
RF00005 	 tRNA 	 CP000100 	 39
RF00005 	 tRNA 	 CP000100 	 40
RF00005 	 tRNA 	 CP000100 	 41
RF00005 	 tRNA 	 CP000100 	 42
RF00005 	 tRNA 	 CP000100 	 43
RF00005 	 tRNA 	 CP000100 	 44
RF00023 	 tmRNA 	 CP000100 	 46
RF00005 	 tRNA 	 CP000100 	 47
RF01118 	 PK-G12rRNA 	 CP000100 	 49
RF01118 	 PK-G12rRNA 	 CP000100 	 50
RF00005 	 tRNA 	 CP000100 	 51
RF00005 	 tRNA 	 CP000100 	 52
RF01701 	 Cyano-1 	 CP000100 	 53
RF00005 	 tRNA 	 CP000100 	 57
RF00005 	 tRNA 	 CP000100 	 60
RF01116 	 Yfr1 	 CP000100 	 61
RF00005 	 tRNA 	 CP000100 	 67
RF00005 	 tRNA 	 CP000100 	 68
RF01734 	 crcB 	 CP000100 	 70
RF00005 	 tRNA 	 CP000100 	 72
RF01701 	 Cyano-1 	 CP000100 	 86
RF01372 	 CRISPR-DR59 	 CP000100 	 99
RF00013 	 6S 	 CP000100 	 101
RF00010 	 RNaseP_bact_a 	 CP000100 	 115
RF00174 	 Cobalamin 	 CP000100 	 129
RF00557 	 L10_leader 	 CP000100 	 132
RF00005 	 tRNA 	 CP000100 	 164
RF00059 	 TPP 	 CP000100 	 180
RF00174 	 Cobalamin 	 CP000100 	 252
RF01419 	 IsrR 	 CP000100 	 463
RF00005 	 tRNA 	 CP000100 	 494
RF00028 	 Intron_gpI 	 CP000100 	 537
RF01356 	 CRISPR-DR28 	 CP000100 	 861
RF01356 	 CRISPR-DR28 	 CP000100 	 981
RF01419 	 IsrR 	 CP000100 	 1214
RF00519 	 suhB 	 CP000100 	 1430
RF01366 	 CRISPR-DR53 	 CP000100 	 1879
RF01739 	 glnA 	 CP000100 	 1959
RF00519 	 suhB 	 CP000100 	 2186
RF01356 	 CRISPR-DR28 	 CP000100 	 2297
RF00039 	 DicF 	 CP000100 	 2671
RF00001 	 5S_rRNA 	 AE003852 	 1
RF00001 	 5S_rRNA 	 AE003852 	 2
RF00001 	 5S_rRNA 	 AE003852 	 3
RF00001 	 5S_rRNA 	 AE003852 	 4
RF00001 	 5S_rRNA 	 AE003852 	 5
RF00001 	 5S_rRNA 	 AE003852 	 6
RF00001 	 5S_rRNA 	 AE003852 	 7
RF00002 	 5_8S_rRNA 	 AE003852 	 8
RF00002 	 5_8S_rRNA 	 AE003852 	 9
RF00001 	 5S_rRNA 	 AE003852 	 10
RF00001 	 5S_rRNA 	 AE003852 	 11
RF00002 	 5_8S_rRNA 	 AE003852 	 12
RF00002 	 5_8S_rRNA 	 AE003852 	 13
RF00002 	 5_8S_rRNA 	 AE003852 	 14
RF00018 	 CsrB 	 AE003852 	 15
RF00002 	 5_8S_rRNA 	 AE003852 	 16
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 17
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 18
RF00002 	 5_8S_rRNA 	 AE003852 	 19
RF00005 	 tRNA 	 AE003852 	 20
RF01118 	 PK-G12rRNA 	 AE003852 	 21
RF01118 	 PK-G12rRNA 	 AE003852 	 22
RF00002 	 5_8S_rRNA 	 AE003852 	 23
RF00010 	 RNaseP_bact_a 	 AE003852 	 24
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 25
RF00018 	 CsrB 	 AE003852 	 26
RF01118 	 PK-G12rRNA 	 AE003852 	 27
RF01118 	 PK-G12rRNA 	 AE003852 	 28
RF01118 	 PK-G12rRNA 	 AE003852 	 29
RF01118 	 PK-G12rRNA 	 AE003852 	 30
RF00005 	 tRNA 	 AE003852 	 31
RF00023 	 tmRNA 	 AE003852 	 32
RF01118 	 PK-G12rRNA 	 AE003852 	 33
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 34
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 35
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 36
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 37
RF00018 	 CsrB 	 AE003852 	 39
RF01118 	 PK-G12rRNA 	 AE003852 	 40
RF00177 	 SSU_rRNA_bacteria 	 AE003852 	 42
RF01854 	 Bacteria_large_SRP 	 AE003852 	 47
RF00169 	 Bacteria_small_SRP 	 AE003852 	 48
RF00140 	 Alpha_RBS 	 AE003852 	 49
RF00630 	 P26 	 AE003852 	 50
RF00005 	 tRNA 	 AE003852 	 64
RF00013 	 6S 	 AE003852 	 67
RF00127 	 t44 	 AE003852 	 75
RF00005 	 tRNA 	 AE003852 	 80
RF00005 	 tRNA 	 AE003852 	 85
RF00114 	 S15 	 AE003852 	 95
RF00005 	 tRNA 	 AE003852 	 112
RF00005 	 tRNA 	 AE003852 	 118
RF01766 	 cspA 	 AE003852 	 119
RF00005 	 tRNA 	 AE003852 	 123
RF00005 	 tRNA 	 AE003852 	 124
RF00005 	 tRNA 	 AE003852 	 127
RF00005 	 tRNA 	 AE003852 	 133
RF00005 	 tRNA 	 AE003852 	 148
RF00005 	 tRNA 	 AE003852 	 150
RF00022 	 GcvB 	 AE003852 	 154
RF00005 	 tRNA 	 AE003852 	 155
RF00005 	 tRNA 	 AE003852 	 156
RF00005 	 tRNA 	 AE003852 	 159
RF00005 	 tRNA 	 AE003852 	 161
RF00170 	 msr 	 AE003852 	 163
RF02268 	 MtlS 	 AE003852 	 165
RF00005 	 tRNA 	 AE003852 	 168
RF01808 	 MicX 	 AE003852 	 170
RF00005 	 tRNA 	 AE003852 	 178
RF00005 	 tRNA 	 AE003852 	 179
RF01766 	 cspA 	 AE003852 	 183
RF00005 	 tRNA 	 AE003852 	 184
RF00005 	 tRNA 	 AE003852 	 192
RF00005 	 tRNA 	 AE003852 	 197
RF00005 	 tRNA 	 AE003852 	 201
RF00005 	 tRNA 	 AE003852 	 202
RF00005 	 tRNA 	 AE003852 	 204
RF00005 	 tRNA 	 AE003852 	 205
RF00005 	 tRNA 	 AE003852 	 208
RF00005 	 tRNA 	 AE003852 	 209
RF00005 	 tRNA 	 AE003852 	 210
RF00005 	 tRNA 	 AE003852 	 211
RF00005 	 tRNA 	 AE003852 	 214
RF00005 	 tRNA 	 AE003852 	 223
RF01456 	 VrrA 	 AE003852 	 225
RF00005 	 tRNA 	 AE003852 	 229
RF00005 	 tRNA 	 AE003852 	 230
RF00005 	 tRNA 	 AE003852 	 232
RF00005 	 tRNA 	 AE003852 	 235
RF00005 	 tRNA 	 AE003852 	 238
RF00005 	 tRNA 	 AE003852 	 246
RF00005 	 tRNA 	 AE003852 	 247
RF00005 	 tRNA 	 AE003852 	 249
RF00005 	 tRNA 	 AE003852 	 250
RF00005 	 tRNA 	 AE003852 	 252
RF00005 	 tRNA 	 AE003852 	 253
RF00005 	 tRNA 	 AE003852 	 256
RF00005 	 tRNA 	 AE003852 	 257
RF00005 	 tRNA 	 AE003852 	 259
RF00005 	 tRNA 	 AE003852 	 261
RF00005 	 tRNA 	 AE003852 	 262
RF00005 	 tRNA 	 AE003852 	 266
RF00005 	 tRNA 	 AE003852 	 267
RF00005 	 tRNA 	 AE003852 	 273
RF00005 	 tRNA 	 AE003852 	 284
RF00005 	 tRNA 	 AE003852 	 288
RF00005 	 tRNA 	 AE003852 	 289
RF00005 	 tRNA 	 AE003852 	 293
RF00512 	 Leu_leader 	 AE003852 	 295
RF00380 	 ykoK 	 AE003852 	 303
RF00005 	 tRNA 	 AE003852 	 312
RF00513 	 Trp_leader 	 AE003852 	 315
RF00005 	 tRNA 	 AE003852 	 317
RF00168 	 Lysine 	 AE003852 	 320
RF00005 	 tRNA 	 AE003852 	 338
RF00506 	 Thr_leader 	 AE003852 	 340
RF00005 	 tRNA 	 AE003852 	 346
RF00005 	 tRNA 	 AE003852 	 354
RF00005 	 tRNA 	 AE003852 	 359
RF00005 	 tRNA 	 AE003852 	 367
RF00005 	 tRNA 	 AE003852 	 368
RF00005 	 tRNA 	 AE003852 	 370
RF00005 	 tRNA 	 AE003852 	 372
RF00005 	 tRNA 	 AE003852 	 376
RF00490 	 S-element 	 AE003852 	 387
RF01051 	 c-di-GMP-I 	 AE003852 	 396
RF01356 	 CRISPR-DR28 	 AE003852 	 399
RF00005 	 tRNA 	 AE003852 	 409
RF00005 	 tRNA 	 AE003852 	 414
RF00005 	 tRNA 	 AE003852 	 419
RF00005 	 tRNA 	 AE003852 	 431
RF00005 	 tRNA 	 AE003852 	 446
RF00514 	 His_leader 	 AE003852 	 467
RF00174 	 Cobalamin 	 AE003852 	 476
RF01394 	 isrK 	 AE003852 	 488
RF00005 	 tRNA 	 AE003852 	 499
RF00005 	 tRNA 	 AE003852 	 506
RF00005 	 tRNA 	 AE003852 	 536
RF01347 	 CRISPR-DR37 	 AE003852 	 541
RF00005 	 tRNA 	 AE003852 	 542
RF02100 	 tfoR 	 AE003852 	 543
RF00005 	 tRNA 	 AE003852 	 544
RF00005 	 tRNA 	 AE003852 	 558
RF00005 	 tRNA 	 AE003852 	 568
RF00005 	 tRNA 	 AE003852 	 572
RF00005 	 tRNA 	 AE003852 	 576
RF00005 	 tRNA 	 AE003852 	 577
RF00236 	 ctRNA_pGA1 	 AE003852 	 579
RF00005 	 tRNA 	 AE003852 	 605
RF00005 	 tRNA 	 AE003852 	 606
RF00005 	 tRNA 	 AE003852 	 659
RF00021 	 Spot_42 	 AE003852 	 686
RF00512 	 Leu_leader 	 AE003852 	 687
RF00005 	 tRNA 	 AE003852 	 694
RF00504 	 Glycine 	 AE003852 	 722
RF00107 	 FinP 	 AE003852 	 736
RF00005 	 tRNA 	 AE003852 	 740
RF00057 	 RyhB 	 AE003852 	 777
RF00168 	 Lysine 	 AE003852 	 788
RF00033 	 MicF 	 AE003852 	 795
RF01356 	 CRISPR-DR28 	 AE003852 	 819
RF00005 	 tRNA 	 AE003852 	 867
RF01055 	 MOCO_RNA_motif 	 AE003852 	 879
RF00078 	 MicA 	 AE003852 	 889
RF00059 	 TPP 	 AE003852 	 897
RF00005 	 tRNA 	 AE003852 	 911
RF00005 	 tRNA 	 AE003852 	 924
RF00378 	 Qrr 	 AE003852 	 935
RF00005 	 tRNA 	 AE003852 	 982
RF00050 	 FMN 	 AE003852 	 983
RF00378 	 Qrr 	 AE003852 	 997
RF00168 	 Lysine 	 AE003852 	 1007
RF00005 	 tRNA 	 AE003852 	 1031
RF00005 	 tRNA 	 AE003852 	 1045
RF00005 	 tRNA 	 AE003852 	 1074
RF00005 	 tRNA 	 AE003852 	 1155
RF00005 	 tRNA 	 AE003852 	 1191
RF00059 	 TPP 	 AE003852 	 1240
RF00059 	 TPP 	 AE003852 	 1253
RF01766 	 cspA 	 AE003852 	 1275
RF00005 	 tRNA 	 AE003852 	 1305
RF00080 	 yybP-ykoY 	 AE003852 	 1346
RF01336 	 CRISPR-DR23 	 AE003852 	 1361
RF00080 	 yybP-ykoY 	 AE003852 	 1471
RF01770 	 rimP 	 AE003852 	 1539
RF00519 	 suhB 	 AE003852 	 1635
RF01730 	 Termite-leu 	 AE003852 	 1683
RF00005 	 tRNA 	 AE003852 	 1684
RF01356 	 CRISPR-DR28 	 AE003852 	 1747
RF00512 	 Leu_leader 	 AE003852 	 1798
RF01356 	 CRISPR-DR28 	 AE003852 	 1799
RF01356 	 CRISPR-DR28 	 AE003852 	 2174
RF01343 	 CRISPR-DR33 	 AE003852 	 2214
RF00519 	 suhB 	 AE003852 	 2402
RF01356 	 CRISPR-DR28 	 AE003852 	 2403
RF00140 	 Alpha_RBS 	 AE003852 	 2404
RF01342 	 CRISPR-DR32 	 AE003852 	 2470
RF00378 	 Qrr 	 AE003852 	 2546
RF00444 	 PrrF 	 AE003852 	 2588
RF01356 	 CRISPR-DR28 	 AE003852 	 2631
RF00111 	 RyeB 	 AE003852 	 2632
RF00519 	 suhB 	 AE003852 	 2633
RF01068 	 mini-ykkC 	 AE003852 	 2753
RF01356 	 CRISPR-DR28 	 AE003852 	 2772
RF00378 	 Qrr 	 AE003852 	 2817
RF01356 	 CRISPR-DR28 	 AE003852 	 2839
RF01362 	 CRISPR-DR49 	 AE003852 	 2894
RF01356 	 CRISPR-DR28 	 AE003852 	 2978
RF00238 	 ctRNA_pND324 	 AE003852 	 2979
RF01859 	 Phe_leader 	 AE003852 	 2980
RF01356 	 CRISPR-DR28 	 AE003852 	 3154
RF01356 	 CRISPR-DR28 	 AE003852 	 3240
RF01356 	 CRISPR-DR28 	 AE003852 	 3241
RF00519 	 suhB 	 AE003852 	 3323
RF01356 	 CRISPR-DR28 	 AE003852 	 3486
RF01051 	 c-di-GMP-I 	 AE003852 	 3487
RF00033 	 MicF 	 AE003852 	 3669
RF01364 	 CRISPR-DR51 	 AE003852 	 3670
RF01356 	 CRISPR-DR28 	 AE003852 	 3914
RF00513 	 Trp_leader 	 AE003852 	 3992
RF01356 	 CRISPR-DR28 	 AE003852 	 4038
RF00001 	 5S_rRNA 	 AE003853 	 1
RF00001 	 5S_rRNA 	 AE003853 	 2
RF00001 	 5S_rRNA 	 AE003853 	 3
RF00001 	 5S_rRNA 	 AE003853 	 4
RF00001 	 5S_rRNA 	 AE003853 	 5
RF00001 	 5S_rRNA 	 AE003853 	 6
RF00001 	 5S_rRNA 	 AE003853 	 7
RF00002 	 5_8S_rRNA 	 AE003853 	 8
RF00002 	 5_8S_rRNA 	 AE003853 	 9
RF00001 	 5S_rRNA 	 AE003853 	 10
RF00001 	 5S_rRNA 	 AE003853 	 11
RF00002 	 5_8S_rRNA 	 AE003853 	 12
RF00002 	 5_8S_rRNA 	 AE003853 	 13
RF00002 	 5_8S_rRNA 	 AE003853 	 14
RF00018 	 CsrB 	 AE003853 	 15
RF00002 	 5_8S_rRNA 	 AE003853 	 16
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 17
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 18
RF00002 	 5_8S_rRNA 	 AE003853 	 19
RF00005 	 tRNA 	 AE003853 	 20
RF01118 	 PK-G12rRNA 	 AE003853 	 21
RF01118 	 PK-G12rRNA 	 AE003853 	 22
RF00002 	 5_8S_rRNA 	 AE003853 	 23
RF00010 	 RNaseP_bact_a 	 AE003853 	 24
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 25
RF00018 	 CsrB 	 AE003853 	 26
RF01118 	 PK-G12rRNA 	 AE003853 	 27
RF01118 	 PK-G12rRNA 	 AE003853 	 28
RF01118 	 PK-G12rRNA 	 AE003853 	 29
RF01118 	 PK-G12rRNA 	 AE003853 	 30
RF00005 	 tRNA 	 AE003853 	 31
RF00023 	 tmRNA 	 AE003853 	 32
RF01118 	 PK-G12rRNA 	 AE003853 	 33
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 34
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 35
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 36
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 37
RF00018 	 CsrB 	 AE003853 	 39
RF01118 	 PK-G12rRNA 	 AE003853 	 40
RF00177 	 SSU_rRNA_bacteria 	 AE003853 	 42
RF01854 	 Bacteria_large_SRP 	 AE003853 	 47
RF00169 	 Bacteria_small_SRP 	 AE003853 	 48
RF00140 	 Alpha_RBS 	 AE003853 	 49
RF00630 	 P26 	 AE003853 	 50
RF00005 	 tRNA 	 AE003853 	 64
RF00013 	 6S 	 AE003853 	 67
RF00127 	 t44 	 AE003853 	 75
RF00005 	 tRNA 	 AE003853 	 80
RF00005 	 tRNA 	 AE003853 	 85
RF00114 	 S15 	 AE003853 	 95
RF00005 	 tRNA 	 AE003853 	 112
RF00005 	 tRNA 	 AE003853 	 118
RF01766 	 cspA 	 AE003853 	 119
RF00005 	 tRNA 	 AE003853 	 123
RF00005 	 tRNA 	 AE003853 	 124
RF00005 	 tRNA 	 AE003853 	 127
RF00005 	 tRNA 	 AE003853 	 133
RF00005 	 tRNA 	 AE003853 	 148
RF00005 	 tRNA 	 AE003853 	 150
RF00022 	 GcvB 	 AE003853 	 154
RF00005 	 tRNA 	 AE003853 	 155
RF00005 	 tRNA 	 AE003853 	 156
RF00005 	 tRNA 	 AE003853 	 159
RF00005 	 tRNA 	 AE003853 	 161
RF00170 	 msr 	 AE003853 	 163
RF02268 	 MtlS 	 AE003853 	 165
RF00005 	 tRNA 	 AE003853 	 168
RF01808 	 MicX 	 AE003853 	 170
RF00005 	 tRNA 	 AE003853 	 178
RF00005 	 tRNA 	 AE003853 	 179
RF01766 	 cspA 	 AE003853 	 183
RF00005 	 tRNA 	 AE003853 	 184
RF00005 	 tRNA 	 AE003853 	 192
RF00005 	 tRNA 	 AE003853 	 197
RF00005 	 tRNA 	 AE003853 	 201
RF00005 	 tRNA 	 AE003853 	 202
RF00005 	 tRNA 	 AE003853 	 204
RF00005 	 tRNA 	 AE003853 	 205
RF00005 	 tRNA 	 AE003853 	 208
RF00005 	 tRNA 	 AE003853 	 209
RF00005 	 tRNA 	 AE003853 	 210
RF00005 	 tRNA 	 AE003853 	 211
RF00005 	 tRNA 	 AE003853 	 214
RF00005 	 tRNA 	 AE003853 	 223
RF01456 	 VrrA 	 AE003853 	 225
RF00005 	 tRNA 	 AE003853 	 229
RF00005 	 tRNA 	 AE003853 	 230
RF00005 	 tRNA 	 AE003853 	 232
RF00005 	 tRNA 	 AE003853 	 235
RF00005 	 tRNA 	 AE003853 	 238
RF00005 	 tRNA 	 AE003853 	 246
RF00005 	 tRNA 	 AE003853 	 247
RF00005 	 tRNA 	 AE003853 	 249
RF00005 	 tRNA 	 AE003853 	 250
RF00005 	 tRNA 	 AE003853 	 252
RF00005 	 tRNA 	 AE003853 	 253
RF00005 	 tRNA 	 AE003853 	 256
RF00005 	 tRNA 	 AE003853 	 257
RF00005 	 tRNA 	 AE003853 	 259
RF00005 	 tRNA 	 AE003853 	 261
RF00005 	 tRNA 	 AE003853 	 262
RF00005 	 tRNA 	 AE003853 	 266
RF00005 	 tRNA 	 AE003853 	 267
RF00005 	 tRNA 	 AE003853 	 273
RF00005 	 tRNA 	 AE003853 	 284
RF00005 	 tRNA 	 AE003853 	 288
RF00005 	 tRNA 	 AE003853 	 289
RF00005 	 tRNA 	 AE003853 	 293
RF00512 	 Leu_leader 	 AE003853 	 295
RF00380 	 ykoK 	 AE003853 	 303
RF00005 	 tRNA 	 AE003853 	 312
RF00513 	 Trp_leader 	 AE003853 	 315
RF00005 	 tRNA 	 AE003853 	 317
RF00168 	 Lysine 	 AE003853 	 320
RF00005 	 tRNA 	 AE003853 	 338
RF00506 	 Thr_leader 	 AE003853 	 340
RF00005 	 tRNA 	 AE003853 	 346
RF00005 	 tRNA 	 AE003853 	 354
RF00005 	 tRNA 	 AE003853 	 359
RF00005 	 tRNA 	 AE003853 	 367
RF00005 	 tRNA 	 AE003853 	 368
RF00005 	 tRNA 	 AE003853 	 370
RF00005 	 tRNA 	 AE003853 	 372
RF00005 	 tRNA 	 AE003853 	 376
RF00490 	 S-element 	 AE003853 	 387
RF01051 	 c-di-GMP-I 	 AE003853 	 396
RF01356 	 CRISPR-DR28 	 AE003853 	 399
RF00005 	 tRNA 	 AE003853 	 409
RF00005 	 tRNA 	 AE003853 	 414
RF00005 	 tRNA 	 AE003853 	 419
RF00005 	 tRNA 	 AE003853 	 431
RF00005 	 tRNA 	 AE003853 	 446
RF00514 	 His_leader 	 AE003853 	 467
RF00174 	 Cobalamin 	 AE003853 	 476
RF01394 	 isrK 	 AE003853 	 488
RF00005 	 tRNA 	 AE003853 	 499
RF00005 	 tRNA 	 AE003853 	 506
RF00005 	 tRNA 	 AE003853 	 536
RF01347 	 CRISPR-DR37 	 AE003853 	 541
RF00005 	 tRNA 	 AE003853 	 542
RF02100 	 tfoR 	 AE003853 	 543
RF00005 	 tRNA 	 AE003853 	 544
RF00005 	 tRNA 	 AE003853 	 558
RF00005 	 tRNA 	 AE003853 	 568
RF00005 	 tRNA 	 AE003853 	 572
RF00005 	 tRNA 	 AE003853 	 576
RF00005 	 tRNA 	 AE003853 	 577
RF00236 	 ctRNA_pGA1 	 AE003853 	 579
RF00005 	 tRNA 	 AE003853 	 605
RF00005 	 tRNA 	 AE003853 	 606
RF00005 	 tRNA 	 AE003853 	 659
RF00021 	 Spot_42 	 AE003853 	 686
RF00512 	 Leu_leader 	 AE003853 	 687
RF00005 	 tRNA 	 AE003853 	 694
RF00504 	 Glycine 	 AE003853 	 722
RF00107 	 FinP 	 AE003853 	 736
RF00005 	 tRNA 	 AE003853 	 740
RF00057 	 RyhB 	 AE003853 	 777
RF00168 	 Lysine 	 AE003853 	 788
RF00033 	 MicF 	 AE003853 	 795
RF01356 	 CRISPR-DR28 	 AE003853 	 819
RF00005 	 tRNA 	 AE003853 	 867
RF01055 	 MOCO_RNA_motif 	 AE003853 	 879
RF00078 	 MicA 	 AE003853 	 889
RF00059 	 TPP 	 AE003853 	 897
RF00005 	 tRNA 	 AE003853 	 911
RF00005 	 tRNA 	 AE003853 	 924
RF00378 	 Qrr 	 AE003853 	 935
RF00005 	 tRNA 	 AE003853 	 982
RF00050 	 FMN 	 AE003853 	 983
RF00378 	 Qrr 	 AE003853 	 997
RF00168 	 Lysine 	 AE003853 	 1007
RF00005 	 tRNA 	 AE003853 	 1031
RF00005 	 tRNA 	 AE003853 	 1045
RF00005 	 tRNA 	 AE003853 	 1074
RF00005 	 tRNA 	 AE003853 	 1155
RF00005 	 tRNA 	 AE003853 	 1191
RF00059 	 TPP 	 AE003853 	 1240
RF00059 	 TPP 	 AE003853 	 1253
RF01766 	 cspA 	 AE003853 	 1275
RF00005 	 tRNA 	 AE003853 	 1305
RF00080 	 yybP-ykoY 	 AE003853 	 1346
RF01336 	 CRISPR-DR23 	 AE003853 	 1361
RF00080 	 yybP-ykoY 	 AE003853 	 1471
RF01770 	 rimP 	 AE003853 	 1539
RF00519 	 suhB 	 AE003853 	 1635
RF01730 	 Termite-leu 	 AE003853 	 1683
RF00005 	 tRNA 	 AE003853 	 1684
RF01356 	 CRISPR-DR28 	 AE003853 	 1747
RF00512 	 Leu_leader 	 AE003853 	 1798
RF01356 	 CRISPR-DR28 	 AE003853 	 1799
RF01356 	 CRISPR-DR28 	 AE003853 	 2174
RF01343 	 CRISPR-DR33 	 AE003853 	 2214
RF00519 	 suhB 	 AE003853 	 2402
RF01356 	 CRISPR-DR28 	 AE003853 	 2403
RF00140 	 Alpha_RBS 	 AE003853 	 2404
RF01342 	 CRISPR-DR32 	 AE003853 	 2470
RF00378 	 Qrr 	 AE003853 	 2546
RF00444 	 PrrF 	 AE003853 	 2588
RF01356 	 CRISPR-DR28 	 AE003853 	 2631
RF00111 	 RyeB 	 AE003853 	 2632
RF00519 	 suhB 	 AE003853 	 2633
RF01068 	 mini-ykkC 	 AE003853 	 2753
RF01356 	 CRISPR-DR28 	 AE003853 	 2772
RF00378 	 Qrr 	 AE003853 	 2817
RF01356 	 CRISPR-DR28 	 AE003853 	 2839
RF01362 	 CRISPR-DR49 	 AE003853 	 2894
RF01356 	 CRISPR-DR28 	 AE003853 	 2978
RF00238 	 ctRNA_pND324 	 AE003853 	 2979
RF01859 	 Phe_leader 	 AE003853 	 2980
RF01356 	 CRISPR-DR28 	 AE003853 	 3154
RF01356 	 CRISPR-DR28 	 AE003853 	 3240
RF01356 	 CRISPR-DR28 	 AE003853 	 3241
RF00519 	 suhB 	 AE003853 	 3323
RF01356 	 CRISPR-DR28 	 AE003853 	 3486
RF01051 	 c-di-GMP-I 	 AE003853 	 3487
RF00033 	 MicF 	 AE003853 	 3669
RF01364 	 CRISPR-DR51 	 AE003853 	 3670
RF01356 	 CRISPR-DR28 	 AE003853 	 3914
RF00513 	 Trp_leader 	 AE003853 	 3992
RF01356 	 CRISPR-DR28 	 AE003853 	 4038
RF01118 	 PK-G12rRNA 	 FM954972 	 1
RF00018 	 CsrB 	 FM954972 	 2
RF01118 	 PK-G12rRNA 	 FM954972 	 3
RF00001 	 5S_rRNA 	 FM954972 	 4
RF00177 	 SSU_rRNA_bacteria 	 FM954972 	 5
RF00177 	 SSU_rRNA_bacteria 	 FM954972 	 6
RF00005 	 tRNA 	 FM954972 	 8
RF00005 	 tRNA 	 FM954972 	 9
RF00005 	 tRNA 	 FM954972 	 10
RF00005 	 tRNA 	 FM954972 	 11
RF00005 	 tRNA 	 FM954972 	 12
RF00005 	 tRNA 	 FM954972 	 14
RF00005 	 tRNA 	 FM954972 	 15
RF00005 	 tRNA 	 FM954972 	 16
RF00005 	 tRNA 	 FM954972 	 17
RF00005 	 tRNA 	 FM954972 	 20
RF00005 	 tRNA 	 FM954972 	 22
RF00114 	 S15 	 FM954972 	 23
RF00005 	 tRNA 	 FM954972 	 24
RF00005 	 tRNA 	 FM954972 	 25
RF00005 	 tRNA 	 FM954972 	 27
RF00005 	 tRNA 	 FM954972 	 31
RF00001 	 5S_rRNA 	 FM954972 	 32
RF00127 	 t44 	 FM954972 	 35
RF00169 	 Bacteria_small_SRP 	 FM954972 	 36
RF00013 	 6S 	 FM954972 	 43
RF00005 	 tRNA 	 FM954972 	 49
RF00005 	 tRNA 	 FM954972 	 50
RF00005 	 tRNA 	 FM954972 	 52
RF00005 	 tRNA 	 FM954972 	 53
RF00005 	 tRNA 	 FM954972 	 55
RF00005 	 tRNA 	 FM954972 	 57
RF00005 	 tRNA 	 FM954972 	 58
RF00005 	 tRNA 	 FM954972 	 59
RF00005 	 tRNA 	 FM954972 	 60
RF00005 	 tRNA 	 FM954972 	 61
RF00005 	 tRNA 	 FM954972 	 62
RF00005 	 tRNA 	 FM954972 	 63
RF00005 	 tRNA 	 FM954972 	 64
RF00022 	 GcvB 	 FM954972 	 69
RF00005 	 tRNA 	 FM954972 	 72
RF00005 	 tRNA 	 FM954972 	 74
RF00005 	 tRNA 	 FM954972 	 75
RF00005 	 tRNA 	 FM954972 	 79
RF00005 	 tRNA 	 FM954972 	 80
RF00140 	 Alpha_RBS 	 FM954972 	 81
RF00005 	 tRNA 	 FM954972 	 83
RF00005 	 tRNA 	 FM954972 	 86
RF00005 	 tRNA 	 FM954972 	 87
RF00059 	 TPP 	 FM954972 	 92
RF01808 	 MicX 	 FM954972 	 93
RF00005 	 tRNA 	 FM954972 	 94
RF00005 	 tRNA 	 FM954972 	 95
RF00005 	 tRNA 	 FM954972 	 96
RF00005 	 tRNA 	 FM954972 	 98
RF00005 	 tRNA 	 FM954972 	 100
RF00005 	 tRNA 	 FM954972 	 101
RF00005 	 tRNA 	 FM954972 	 102
RF01408 	 sraL 	 FM954972 	 117
RF01770 	 rimP 	 FM954972 	 124
RF00005 	 tRNA 	 FM954972 	 129
RF00005 	 tRNA 	 FM954972 	 153
RF01366 	 CRISPR-DR53 	 FM954972 	 267
RF00262 	 sar 	 FM954972 	 396
RF01676 	 P31 	 FM954972 	 397
